item_code,food_name_english,food_name_hindi,food_type,food_category,slots,calories,carbs,fat,protein,fiber,food_season,Score,Special_slot,food_community,food_avoid_in_disorders,food_recommend_in_disorders,remarks,Detox_rank,Special_diet,code,remarks,courtesy,recipe,steps,video,gluten_free,source,portion,portion_unit,country,Diabetes_score,Diabetes_special,blood_pressure_Score,blood_pressure_special,Cholestrol_score,Cholestrol_special,PCOS_score,PCOS_special,net_carbs,WeightlossPlus_score,WeightlossPlus_special,muscle_building_score,special_slot_muscle_building_morning,special_slot_muscle_building_evening,Keto_Score,Keto_Slot,Hypothyroid_Score,Hypothyroid_Slot,Anti_Inflammatory_Score,Anti_Inflammatory_Slot,Fatty_Liver_Score,Fatty_Liver_Slot,Anemia_Score,Acidity_Score,Sleep_Score,Uric_Acid_Score,Calcium,Vitamin_D,Vitamin_B12_Score,Alkaline_Score,Alkaline_Slot,Prediabetes_Score,Prediabetes_Slot,High_Protein_Score,High_Protein_Slot,T1_Pregnancy_score,T1_Pregnancy_slot,T2_Pregnancy_score,T2_Pregnancy_slot,T3_Pregnancy_score,T3_Pregnancy_slot,Postpartum_score,Postpartum_slot,0-6_Lactation_score,0-6_Lactation_slot,7-12_Lactation_score,7-12_Lactation_slot,waterRetentionScore,waterRetentionSlot,fiteloWeightLoss_Score,fiteloWeightLossSlot,lunchCheatDayRank,lunchCheatDaySlot,dinnerCheatDayRank,dinnerCheatDaySlot,cookingProficiency,cookingTime,detoxFiteloRank,detoxFiteloSlot,travel_rank,travel_slot
308,Mixed Dal Vegetable Dosa,मिश्रित दाल सब्जी डोसा,Ve,W,"[2,4,7]",169,24.1,5.9,5,2.3,"[""""]",6,-1,"[""S"",""U""]","[""G"",""UA""]","[""D"",""T"",""P"",""C"",""B"",""A"",""HP"",""VB""]",-,-1,-1,308,,by chef vaah,"Tur daal 1 tb
 Chana daal 1 tb
 Rice 1 cup 
Curry leaves 2 sp 
Salt
 Hing
 Red chilly 1 tsp
 Oil for required 
Urad daal 1 ts
 Moong daal 1 ts 
Masoor daal 1 ts 
Carrot chopped 
50g Beans chopped
 50 g Sweet corn 
50 g Green chilly chopped
 3 n Ginger chopped
 1 inch piece Spinach
 2 tb Cheese
","1.Take a bowl add tur daal, channa daal, rice, red chilly, curry leaves, water, add urad daal, moong daal, masoor dal, add some more water wash the all ingredients, and drain the water, and add salt, hing, add enough water, soak this for at least 3 hours (or) over night, put it into the blender and make a coarse paste. 

2.For Adai dosai this batter is blended fine the consistency of dosa batter. Heat the griddle and pour the dosa batter on and spread it. 

3.spread the carrot chopped, beans chopped, sweet corn, green chilly chopped, ginger chopped, chopped spinach, pour some oil, then put the grated cheese, put the lid on and let it cook for some time, then fold it and serve this hot with your favourite chutney.

",https://www.youtube.com/embed/r8hmav5dqZI,,,1,pc,"[""IND""]",9,-1,9,-1,9,-1,9,-1,21.8,3,-1,3,-1,-1,-1,-1,6,2,9,-1,9,-1,9,9,6,9,9,9,9,3,-1,9,-1,3,-1,3,-1,3,2,3,2,3,-1,3,2,3,2,-1,-1,6,-1,-1,-1,3,-1,6,6,-1,-1,-1,-1
309,Broken Wheat Bisibelebath,टुकड़े हुए गेहूं का बिसीबेलेबाथ,Ve,W,"[2,4,7]",115,19.7,2.3,4.7,4.4,"[""""]",6,-1,"[""S""]","[""A"",""G""]","[""T"",""B"",""C""]",-,-1,-1,309,,by tarla dalal,"1/2 cup broken wheat (dalia)
 2 tsp oil
 1/4 tsp mustard seeds ( rai / sarson)
 2 tsp finely chopped green chillies
 1/2 cup chopped onions
 1/2 tsp grated ginger (adrak)
 1/4 cup green peas
 1/4 cup chopped carrots
 salt to taste For The Garnish 
2 tbsp finely chopped coriander (dhania)
","1. Clean and wash the broken wheat thoroughly. Par- boil the broken wheat in 2 cups of hot water for 3 to 4 minutes. Drain and keep aside.
 2. Heat the oil in a pressure cooker, and add the mustard seeds. 
3. When the seeds crackle, add the green chillies and sauté on a medium flame for a few seconds. 
4. Add the onions and ginger, mix well and sauté on a medium flame for 1 to 2 minutes. 
5. Add the green peas and carrots, mix well and sauté on a medium flame for 1 to 2 minutes.
 6. Add the broken wheat, salt and 1¼ cups of water, mix well and pressure cook for 2 whistles.
 7. Allow the steam to escape before opening the lid. 8. Serve immediately garnished with coriander.
",https://www.youtube.com/embed/D3XZ3psIelA,,,1,Katori- 150ml,"[""IND""]",6,-1,9,-1,9,-1,6,6,15.3,-1,-1,3,-1,-1,-1,-1,6,-1,6,4,6,4,6,3,6,9,9,9,9,3,-1,6,6,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,-1,-1,6,-1,3,-1,3,-1,6,6,-1,-1,-1,-1
311,Ragi Vegetable Soup,रागी सब्जी सूप,Ve,SO,"[3,4,6,7]",88,12.48,3.36,2.16,3.44,"[""""]",9,-1,"[""S""]","[""""]","[""B"",""C"",""T"",""P"",""D"",""S"",""AI"",""CR""]",-,-1,-1,311,,by Hyderabadi Ruchulu,"1. Finger Millets Powder - 2-3 Tablespoons
2. Salt
3. Pepper Powder
4. Chopped Vegetables","Heat 2 teaspoons clarified butter (ghee) in a pan. Clarified butter (ghee) or oil could be used. Add 1/2 teaspoon cumin seeds, 2 dried chillies and fry. Add chopped onions and fry. Add 1/4 cup carrot pieces and mix. Add vegetables of your choice and mix. Close the lid and cook on low flame for 5 minutes. Add 3 cups water. Add 1/2 teaspoon pepper powder (optional), 1 teaspoon salt and mix. Close the lid and let the water boil. Add finger millets powder liquid and mix. More water could be added. Boil the soup. Keep mixing. Add more pepper powder or salt if necessary. It will take 12-15 minutes for the soup to cook completely. Boil till required consistency is obtained. Add coriander leaves and mix.",https://www.youtube.com/embed/tvLIPCDwndo,,,1,Bowl- 200ml,"[""IND""]",1,-1,9,-1,9,-1,1,-1,11.3,-1,-1,3,-1,-1,-1,-1,-1,-1,9,6,9,6,6,9,9,9,9,12,9,3,-1,1,-1,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,-1,-1,9,-1,3,-1,3,-1,6,9,-1,-1,-1,-1
312,Massoppu Saaru,मासोप्पु सारु,Ve,C,"[2,4,7]",128,13.6,6.3,4.5,3.3,"[""""]",9,-1,"[""S""]","[""UA""]","[""""]",-,-1,-1,312,,by palates desire,"2 Cups Chopped Spinach leaves or 1 large bunch Spinach
1 Cup Dil Leaves chopped or1 small bunch
1 Cup Fenugreek leaves or 1 small bunch
1/4 cup Coriander leaves optional
1/2 Cup Toor Dal
1 1/2 No's Onion medium size
2 No's Tomatoes
3 No's Green Chilly
6 Garlic Cloves
1 1/2 Tsp Salt or as required
For Masala Paste
1/2 cup Fresh Grated Coconut
1 Tsp Tamarind ,firmly pressed
2 Tbsp Sambar Powder
For Tempering
2-3 Tsp Cooking Oil
1/2 Tsp Mustard Seeds
2 sprigs Curry Leaves
2 Dry Red Chilli ,Broken
1/4 Tsp Asafoetida
1/2 small Onion , Quartered and crushed
3 Garlic cloves ,crushed","Clean all the green and thoroughly wash . Roughly chop greens .Rinse and wash Toor dal.
In pressure cooker,add toor dal,onion, 6 cloves of garlic,tomatoes,green chilly and all greens.Add 1 cup of water and pressure cook for a whistle
When pressure is released on its own,drain the water and keep it aside. Allow it to cool .
Once cooled , place all the above cooked greens and dal into a mixer/processor and blend/ process for 3-5 seconds such that everything is blended well.
In a small mixer jar,add fresh coconut,tamarind and sambar powder to a very smooth paste by adding little water.
Take a pan,heat oil,add mustard seeds once it sputters add all the seasoning ingredients listed above in order.
Fry Onion and garlic for a 2 minutes,add the above grounded coconut paste fry well till oil leaves the corners.
For this add cooked and mashed greens,mix well. Add drained water and also about 2.5 - 3 cups of water, add salt to taste. Cover and bring to boil . Once it starts to boil,turn off the heat. Alternatively you can also close pressure cooker and when its about to whistle, turn off the stove. Refer notes
Masida soppu saaru will be ready to serve .Serve this curry along with Ragi Mudde / Ragi Balls or plain Rice .",https://www.youtube.com/embed/u1Q54b6NM9o,,,1,Katori- 150ml,"[""IND""]",9,-1,9,-1,9,-1,9,-1,10.3,9,-1,9,4,4,-1,-1,9,-1,9,7,9,7,6,9,9,9,9,9,9,1,-1,9,-1,9,4,9,-1,9,-1,9,-1,9,-1,9,-1,9,-1,-1,-1,9,4,9,4,9,4,6,3,-1,-1,-1,-1
313,Sprouts Sambar,मोठ सांबर,Ve,C,"[2,4,7]",95,9.3,5.8,2.3,1.7,"[""""]",9,4,"[""S""]","[""UA""]","[""B"",""C"",""T"",""P"",""D"",""S""]",-,-1,-1,313,,By Hungry fusion,As per video,As per video,https://www.youtube.com/embed/RK77TKS996c,,,1,Katori- 150ml,"[""IND""]",9,4,9,4,9,4,6,4,7.6,9,4,9,4,4,-1,-1,9,4,9,7,9,7,9,6,9,9,9,9,9,1,-1,6,4,9,4,9,4,9,4,9,4,-1,-1,9,4,9,4,9,4,9,4,9,4,9,4,6,3,-1,-1,-1,-1
314,Mix Veg Gojju,मिक्स वेज गोजू,Ve,A,"[4,7]",162,9.3,12.9,2.4,4.3,"[""""]",6,4,"[""S""]","[""N""]","[""""]",-,-1,-1,314,,by hebbar's kitchen,"FOR ROASTING VEGETABLES:
▢3 tsp oil
▢12 cubes paneer / cottage cheese, cubed
▢2 tbsp almonds / badam, blanched
▢1 potato / aloo, chopped
▢½ carrot, chopped
▢½ cup cauliflower / gobi, florets
▢4 beans, chopped
▢¼ cup peas / matar
▢¼ capsicum, chopped
FOR TOMATO PUREE:
▢2 tomato, chopped
▢1 inch cinnamon
▢5 clove
▢2 pods cardamom
▢12  almonds / badam, blanched
FOR CURRY:
▢4 tsp oil
▢1 bay leaf / tej patta
▢1 tsp cumin / jeera
▢2 tsp kasuri methi
▢1 green chilli
▢1 onion, finely chopped
▢1 tsp ginger garlic paste
▢¼ tsp turmeric
▢1 tsp kashmiri red chilli powder / lal mirch powder
▢1 tsp coriander powder
▢½ tsp garam masala
▢1 tsp salt
▢½ cup curd / yogurt, whisk
▢½ cup water
▢2 tbsp cream / malai
▢2 tbsp coriander, finely chopped

","firstly heat 4 tsp oil and saute spices.
saute 1 onion and 1 tsp ginger garlic paste.
further add spices and 1 tsp salt. saute well.
add tomato puree and cook well.
add ½ cup whisked curd. stir continuously.
now add roasted mix vegetables and mix well.
add ½ cup water and cook for another 10 minutes.
turn off the flame and add 2 tbsp cream, 1 tsp kasuri methi and 2 tbsp coriander. mix well.
finally, serve mix vegetable curry / mix veg recipe ",https://www.youtube.com/embed/sm_Pp_pjrnk,,,1,Katori- 150ml,"[""IND""]",9,4,9,4,9,4,9,4,5,6,4,3,-1,-1,-1,-1,6,4,6,4,6,4,6,6,6,9,9,9,9,3,-1,9,4,3,-1,9,4,9,-1,9,-1,9,-1,9,-1,9,-1,6,4,6,4,3,-1,3,-1,6,6,-1,-1,-1,-1
315,Jeeraga Rasam,जीरगा रसम,Ve,C,"[4,7]",65,4.7,4.8,1.3,1.5,"[""""]",9,4,"[""S""]","[""UA""]","[""B"",""C"",""T"",""P"",""D"",""S""]",-,-1,-1,315,,by sanjeev kapoor khazana,"4 tablespoons split pigeon peas (toor dal), soaked
 ¾ teaspoon turmeric powder 
1½ teaspoons rasam masala powder
 ¼ teaspoon asafoetida 
¼ teaspoon black pepper powder 
2½ tablespoons tamarind pulp
 2 medium tomatoes, chopped
 Salt to taste
 4 tablespoons chopped fresh coriander leaves Tempering 
2 tablespoons ghee
 ½ teaspoon mustard seeds 
A pinch asafoetida 5-6 curry leaves
","1. Pressure cook the pigeon peas in 4 cups water with half the turmeric powder till 4-5 whistles.
 2. Heat some water in a non-stick pan. Add remaining turmeric powder, rasam masala powder, asafetida, pepper powder, tamarind pulp and tomatoes, mix well and bring to a boil. Reduce heat and cook till the liquid becomes half the volume. 
3. Mash the cooked dal and strain the water.
 4. Add the strained dal water to the tamarind mixture alongwith salt and chopped coriander and mix well. 
5. For tempering, heat ghee in a non-stick tempering pan. Add mustard seeds and let them splutter. Add asafetida and curry leaves and switch off heat. 
6. Add the tempering to the rasam, mix well and cook on medium heat for 4-5 minutes. 7. Serve hot with steamed rice.
",https://www.youtube.com/embed/ypC0B-GjpTk,,,1,Katori- 150ml,"[""IND""]",9,4,9,4,9,4,9,4,3.2,9,4,9,7,7,-1,-1,9,4,9,7,9,7,9,9,9,9,9,9,9,1,-1,9,4,9,7,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,7,9,-1,6,6,-1,-1,-1,-1
316,Tomato And Dal Rasam,टमाटर और दल रसम,Ve,C,"[4,7]",116,15.5,3.7,5.5,3,"[""""]",9,-1,"[""S""]","[""UA""]","[""B"",""C"",""T"",""P"",""D"",""S""]",-,-1,-1,316,,by sanjeev kapoor khazana,"3 tbsps Tata Sampann Organic Toor Dal
 ¾ tsp asafoetida
 ½ tsp turmeric powder 
2 large tomatoes, finely chopped 
2 tbsps freshly chopped coriander leaves
 1½ tbsps rasam powder 
Salt to taste
 1 tbsp tamarind pulp
 7-8 black peppercorns 
2 tsps cumin seeds 
1 tbsp ghee 
¼ tsp mustard seeds
 8-10 curry leaves
 Steamed rice to serve 
Fried papad to serve
","1. In a bowl, add Tata Sampann Organic Toor Dal and add sufficient water. Soak it for 20-25 minutes. Boil it with ½ tsp asafoetida and turmeric powder.
 2. Meanwhile, in a pan, add tomatoes, chopped coriander, rasam powder, salt and sufficient water. Mix well, cover and cook till the mixture comes to a boil.
 3. Add the cooked dal and mix well. Cover and cook till the tomatoes are pulpy and the mixture comes to a boil. 
4. Add tamarind pulp and mix well. Lower the heat and allow to reduce slightly. 
5. Meanwhile, dry roast black peppercorns in another non-stick. Add cumin seeds and roast till fragrant. Transfer them into a jar and blend to a coarse powder. 
6. Add the prepared powder into the rasam, mix well and cook for 2-3 minutes. 
7. For the tempering, heat ghee in the same pan, add mustard seeds, remaining asafoetida and curry leaves. Let the seeds splutter and add it to the rasam. 
8. Cover and cook for 1 minute. Take it off the heat.
 9. Serve hot with rice and fried papad.
",https://www.youtube.com/embed/Oerg8vrM3KI,,,1,Katori- 150ml,"[""IND""]",9,4,9,4,9,4,9,4,12.5,9,4,9,4,4,-1,-1,9,4,9,7,9,7,9,9,9,9,9,9,9,1,-1,9,4,9,4,9,4,9,4,9,7,6,-1,9,4,9,4,9,4,9,4,9,4,9,4,6,6,-1,-1,-1,-1
317,Egg Curry (2 White Egg),अंडा करी (2 सफेद अंडा),E,C,"[4,7]",159,4.7,12.3,7.1,1.5,"[""""]",9,-1,"[""P"",""S"",""U""]","[""E"",""UA""]","[""B"",""C"",""T"",""P"",""D"",""S""]",-,-1,-1,317,,by sanjeev kapoor khazana,"6 eggs, hard boiled and halved 
2 medium onions, finely chopped
 ½ cup scraped fresh coconut 
½ inch cinnamon 
4-5 black peppercorns
 3-4 cloves
 1 green chilli, roughly chopped
 4-5 garlic cloves ½ inch ginger, roughly chopped
 2 tablespoons coriander seeds
 ½ teaspoon fennel seeds
 5-6 fresh coriander sprigs + for garnishing
 2 tablespoons oil
 Salt to taste
 ¼ teaspoon turmeric powder 
2 teaspoons red chilli powder
 2-3 kokum petals
",". Grind together coconut, half of onion, cinnamon, peppercorns, cloves, green chilli, garlic, ginger, coriander seeds, fennel seeds and 5-6 coriander sprigs alongwith water into a smooth paste. 
2. Heat oil in a deep non-stick pan. Add remaining onion and sauté on high heat for 1 minute. Add salt and sauté for 2-3 minutes or till onion turns golden brown.
 3. Add ground coconut paste, mix and cook on high heat for 4-5 minutes or till the oil separates.
 4. Add turmeric powder, chilli powder and salt and mix. Add 2½ cups water, mix, cover and cook for 2 minutes.
 5. Reduce heat, add kokum petals and halved eggs, mix, cover and cook for 2 minutes. 
6. Serve hot garnished with coriander sprigs.
",https://www.youtube.com/embed/iaeVXfz8GO8,,,1,Katori- 150ml,"[""IND""]",9,7,9,-1,9,-1,9,7,3.2,9,7,9,4,4,6,7,9,7,6,4,9,4,9,9,9,9,12,9,9,-1,-1,9,7,9,4,9,7,9,7,9,7,9,7,9,7,9,7,6,-1,9,-1,9,-1,9,-1,3,3,-1,-1,9,4
318,Mixed Vegetable Paneer Korma,मिश्रित सब्जी पनीर कोरमा,V,C,"[4,7]",186,9.1,13.3,7.6,2,"[""""]",9,-1,"[""S"",""U""]","[""ML"",""UA"",""N""]","[""T"",""B"",""C"",""D"",""P"",""S""]",-,-1,-1,318,,by sanjeev kapoor khazana,"1 medium carrot, peeled and cut into ½ inch cubes
 1 medium green capsicum, seeded and cut into ½ inch pieces
 1 medium red capsicum, seeded and cut into ½ inch pieces
 2 medium potatoes, peeled and cut into ½ inch cubes 
2-3 tablespoons oil
 6-8 garlic cloves, finely chopped
 1 inch ginger piece, finely chopped
 1 medium onion, peeled, diced, layers separated
 2 fresh jalapenos, finely chopped
 2 teaspoons cumin powder 
1 teaspoon curry powder 
1 teaspoon garam masala powder 
1 cup tomato puree
 Salt to taste
 ¼ cup cashew nut powder 
¼ cup fresh cream 
1 tablespoon chopped fresh coriander A few fresh mint sprigs for garnish 

","1. Heat oil in a deep nonstick pan. Add the garlic, ginger and cook on medium heat till the raw flavor of the garlic and ginger is gone.
 2. Add the onions and sauté till the onions are translucent. Add the carrots, green capsicum, red bell pepper and jalapenos and sauté well. 
3. Add half a cup water, mix well and. Add cumin powder, curry powder, garam masala powder and mix well. Cook for two to three minutes. 
4. Add the potatoes, mix well. Add half cup water, tomato puree and mix well.
 5. Add the salt, cover and cook till the vegetables are almost cooked.
 6. Add cashew nut power, cover and cook till the vegetables are done. Add fresh cream and mix well.
 7. Transfer in a serving bowl. Sprinkle coriander on top.
 8. Serve hot garnished with mint sprigs.

",https://www.youtube.com/embed/2Zga0eEmszY,,,1,Katori- 150ml,"[""IND""]",9,-1,9,-1,9,-1,9,7,7.1,9,7,9,4,4,-1,-1,9,7,9,4,9,4,6,6,9,9,9,9,12,1,-1,9,7,9,4,9,-1,9,7,9,7,9,7,9,7,9,7,-1,-1,9,4,9,-1,9,-1,6,6,-1,-1,9,4
319,Rava Ganji,रवा गांजी,Ve,W,[6],89,13.2,3.1,2.3,0.3,"[""""]",3,-1,"[""S""]","[""""]","[""""]",-,-1,-1,319,,from Swayam Paaka,"Rava ( you can use rice or wheat)
Ingredients for making 1 cup ganji:
1 to 2 tbsp  roasted rava
3/4 cup water
pinch of cardamom
1/2 cup milk
1/2 to 1 tsp sugar(add according to your taste
For salt Ganji:
1 cup water
1 to 1.5 tbsp roasted rava
pinch of turmeric
little less than 1/4 tsp salt or salt to taste

Kanji recipe, sweet ganji, salt ganji,",As per video,https://www.youtube.com/embed/HZvJUrNlWPo,,,1,Katori- 150ml,"[""IND""]",3,-1,6,-1,6,-1,3,-1,12.9,-1,-1,6,-1,-1,-1,-1,-1,-1,9,-1,9,-1,-1,6,-1,9,9,9,9,3,-1,3,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,-1,-1,3,-1,6,-1,6,-1,6,6,-1,-1,-1,-1
320,Steamed Masala Vada,भाप में बना मसाला वडा,Ve,W,"[2,4,6,7]",59,7.9,1.9,2.7,2.2,"[""""]",3,-1,"[""S""]","[""UA""]","[""""]",-,-1,-1,320,,by chef vaah,"Cooking soda (optional) - pinch.
• Peppercorns - 1/4 tea spoon.
• Curry leaves - 2 springs.
• Ginger ( finely chopped) - 1 tea spoon.
• Onions ( finely chopped) - 1/4 cup.
• Channa dal - 1+1/2 cup.
• Ghee - 1 tablespoon.
• Lemon juice - 1 tablespoon.
• Salt - to taste.
• Mustard seeds - 1 tablespoon.
• Turmeric powder - 1 tea spoon.
• Hing / asafoetida - pinch.
• Coconut (freshly grated) - 3 tablespoon.
• Red chilies - 5 number.","Wash and soak the channa dal in water for 3 to 4 hours. Drain the water and keep aside.
In the mixie jar, add red chilies, onions, ginger, curry leaves, pepper corns, salt, channa dal, a pinch of cooking soda and grind to a coarse paste.
Remove the mixture into a bowl and add little ghee and lime juice and mix well.
Then make them to small dumplings and steam cook for about 10 minutes. Keep aside.
For tempering:

Heat ghee in a pan, add mustard seeds, dry red chilies, turmeric powder, hing, curry leaves, grated coconut, salt, lemon juice, chopped coriander leaves, sugar, saute it.
At last, add steamed dumplings in it and toss it well.
Delicious Steamed Masala Vada is now ready to serve.


 

",https://www.youtube.com/embed/D2CN21Udhv8,,,2,pc,"[""IND""]",3,-1,6,-1,6,-1,3,-1,5.7,3,-1,9,2,2,-1,-1,3,-1,9,-1,9,-1,3,9,6,9,9,9,9,3,-1,3,-1,9,2,9,-1,9,-1,9,-1,9,-1,9,-1,9,-1,-1,-1,3,2,9,2,9,2,6,6,-1,-1,-1,-1
321,Green Peas Palya,ग्रीन मटर पाल्या,Ve,A,"[4,7]",195,23,8.4,7.7,8.6,"[""""]",9,4,"[""S""]","[""""]","[""""]",-,-1,-1,321,,by Kitchen Food of India,As per video,As per video,https://www.youtube.com/embed/H71P_pW3Jvw,,,1,Katori- 150ml,"[""IND""]",6,4,6,4,6,4,6,4,14.4,6,4,6,4,4,3,-1,9,4,9,7,9,7,6,9,9,9,9,9,9,3,-1,6,4,6,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,6,4,6,4,6,6,-1,-1,-1,-1
322,Vegetables Oats Omelette-Small,सब्जियां ओट्स ऑमलेट-स्मॉल,Ve,W,"[2,7]",142,8.2,9.5,6.8,1.6,"[""""]",9,7,"[""S""]","[""G""]","[""B"",""C"",""T"",""A"",""P"",""D"",""S""]",-,-1,-1,322,,by Priya Vantalu,As per video,As per video,https://www.youtube.com/embed/nuRPVJguA2U,,,1,pc,"[""IND""]",9,7,9,7,9,7,9,7,6.6,9,7,6,2,2,-1,-1,9,7,9,2,9,2,9,9,9,9,9,9,9,3,-1,9,7,6,2,6,7,6,7,6,7,6,7,6,7,6,7,9,7,9,7,6,2,6,2,3,3,-1,-1,9,2
323,Mushroom Curry,मशरूम की करी,Ve,C,[-1],75,7,4.5,3.1,2.1,"[""""]",9,-1,"[""U""]","[""UA""]","[""B"",""C"",""T"",""P"",""D"",""S"",""VD""]",-,-1,-1,323,,by Vegetarians Paradise,"1 tsp - Cumin seeds
1 medium - Chopped onion
1 tbsp - Ginger garlic paste
1/8 cup - Dry coconut grated
1/4 cup - tomato puree
1 tsp - Red chilli powder
1/4 tsp - Turmeric
1 tsp - Garam masala
1.5 tsp - Salt
2 tsp- Water
200 gms - Fresh mushrooms","1. In a pan, roast 1 tsp of cumin seeds on low flame.
Then add chopped onion and saute. Add little water if onion starts sticking to the pan & again saute well.
2. Then add ginger garlic paste to it and saute till sweet aromatic smell comes up.
3. Add red chilli powder, turmeric, Garam masala & salt & mix well. Then add tomato puree and mix everything well with each other.
4. Add grated dry coconut to this mixture and saute well.
5. Saute this mixture till it becomes dry & starts leaving sides of the pan. Once this is done, masala is ready.
6. Add chopped mushrooms to this and cover it with lid cook for 5-6 minutes till mushrooms becomes mushy.
Stir in between.
7. Once mushrooms are cooked garnish with coriander leaves. Serve hot with roti or naan.",https://www.youtube.com/embed/l_VmH3kIRbA,,,1,Katori- 150ml,"[""IND""]",9,4,9,4,9,4,9,4,4.9,9,4,9,4,4,9,7,9,4,3,-1,3,-1,9,9,9,9,9,12,9,9,4,9,4,9,4,-1,-1,-1,-1,-1,-1,9,4,9,7,9,7,6,4,9,-1,9,-1,9,-1,6,6,-1,-1,-1,-1
324,Ragi Ball (Ragi Mudde),रागी बॉल (रागी मुडे),Ve,W,"[2,4]",97,21.4,0.4,2.2,3.4,"[""""]",9,7,"[""S""]","[""""]","[""B"",""C"",""T"",""P"",""D"",""S"",""CR""]",-,-1,-1,324,,by Veggie Corner,As per video,As per video,https://www.youtube.com/embed/WTmT5VgP23s,,,2,pc,"[""IND""]",9,7,9,7,9,7,9,7,18,-1,-1,6,-1,-1,-1,-1,9,7,9,4,9,4,9,9,9,9,9,12,9,3,-1,9,7,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,9,7,9,7,6,-1,6,-1,6,6,-1,-1,9,-1
325,Misal Pao,मिसल पाओ,Ve,W,"[2,4]",238,37.2,7,6.4,1.5,"[""""]",-1,-1,"[""M""]","[""D"", ""PD"",""P"",""G""]","[""""]",-,-1,-1,325,,by tarla dalal,"For The Misal Masala
1 tbsp oil
1/4 cup thinly sliced onions
1/4 cup grated dry coconut (kopra)
2 tsp coriander (dhania) seeds
1 tsp cumin seeds (jeera)
3 cloves (laung / lavang)
3 peppercorns (kalimirch)
25 mm stick cinnamon (dalchini)
2 whole dry kashmiri red chillies
3 garlic (lehsun) cloves

For The Misal
3 tbsp oil
1 tsp cumin seeds (jeera)
1/4 cup finely chopped onions
1 cup finely chopped tomatoes
1/4 tsp turmeric powder (haldi)
1/2 cup matki (moath beans) sprouts
1/2 cup safed vatana (dried white peas) sprouts
1/2 cup moong (whole green gram) sprouts
2 tbsp chawli (cow pea / lobhia) sprouts
1 1/2 tsp chilli powder
2 tbsp finely chopped coriander (dhania)
salt to taste
For Serving
1/2 cup mixed farsaan (chivda)
1/2 cup potatoes
1/2 cup finely chopped onions
4 tbsp finely chopped coriander (dhania)
8 laddi pavs
4 lemon wedges","For the misal masala

1. Heat the oil in a broad non-stick pan, add the onions and coconut and dry roast on 
    a medium flame for 2 to 3 minutes.
2. Add all the remaining ingredients and sauté on a medium flame for 3 to 4 minutes.
3. Remove from the flame and allow it to cool completely.
4. Once cooled, blend in a mixer to a smooth powder without using
5. Any water. Keep aside.

For the misal

1. Heat the oil in a pressure cooker and add the cumin seeds.
2. When the seeds crackle, add the onions and sauté on a medium flame for 1 to 
    2 minutes.
3. Add the prepared misal masala and sauté on a medium flame for 1 more minute.
4. Add the tomatoes, turmeric powder and a little water (approx. 1 tbsp), mix well 
    and cook on a medium flame for 2 to 3 minutes, while stirring occasionally.
5. Add the matki, safed vatana, moong and chawli sprouts and mix well.
6. Add 2 cups of hot water and salt, mix well and pressure cook for 3 whistles.
7. Allow the steam to escape before opening the lid.
8. Add the chilli powder, 1/2 cup of water and coriander, mix well and simmer for 3 to 
   4 minutes, while stirring occasionally.
",https://www.youtube.com/embed/siJkyNmKcSE,,,1,Katori- 150ml,"[""IND""]",-1,-1,3,-1,3,-1,-1,-1,35.7,-1,-1,6,2,2,-1,-1,-1,-1,3,-1,3,-1,-1,9,-1,9,9,9,9,3,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,6,-1,6,6,-1,-1,-1,-1
